target_id	length	eff_length	est_counts	tpm
ENSOKIT00005039174.1	53	20.4016	0	0
ENSOKIT00005039579.1	53	20.4016	0	0
ENSOKIT00005041038.1	55	21.9599	0	0
ENSOKIT00005041707.1	55	21.9599	0	0
ENSOKIT00005041812.1	56	22.6132	0	0
ENSOKIT00005041818.1	55	21.9599	0	0
ENSOKIT00005041822.1	55	21.9599	0	0
ENSOKIT00005041829.1	55	21.9599	0	0
ENSOKIT00005041832.1	55	21.9599	0	0
ENSOKIT00005041838.1	55	21.9599	0	0
ENSOKIT00005041841.1	55	21.9599	0	0
ENSOKIT00005041847.1	55	21.9599	0	0
ENSOKIT00005041962.1	175	47.6483	0	0
ENSOKIT00005042461.1	53	20.4016	0.4	12.3783
ENSOKIT00005042942.1	116	43.4242	2	29.0781
ENSOKIT00005043916.1	116	43.4242	0	0
ENSOKIT00005044447.1	191	54.3133	0.149155	1.73381
ENSOKIT00005044492.1	181	50.2099	0	0
ENSOKIT00005045882.1	191	54.3133	0.149155	1.73381
ENSOKIT00005046922.1	155	41.3109	0	0
ENSOKIT00005047285.1	55	21.9599	0	0
ENSOKIT00005047335.1	161	43.0654	0	0
ENSOKIT00005047616.1	55	21.9599	0	0
ENSOKIT00005047640.1	191	54.3133	0	0
ENSOKIT00005048167.1	191	54.3133	0.149155	1.73381
ENSOKIT00005048694.1	53	20.4016	0	0
ENSOKIT00005049109.1	55	21.9599	0	0
ENSOKIT00005049707.1	53	20.4016	0	0
ENSOKIT00005050491.1	55	21.9599	0	0
ENSOKIT00005051406.1	143	37.4301	0	0
ENSOKIT00005051414.1	167	44.9707	0	0
ENSOKIT00005051538.1	136	38.0852	2	33.1544
ENSOKIT00005052248.1	107	45.2839	5.71743	79.7123
ENSOKIT00005052253.1	107	45.2839	5.71743	79.7123
ENSOKIT00005052259.1	107	45.2839	5.71743	79.7123
ENSOKIT00005052262.1	107	45.2839	5.71743	79.7123
ENSOKIT00005052266.1	107	45.2839	5.71743	79.7123
ENSOKIT00005052272.1	107	45.2839	5.71743	79.7123
ENSOKIT00005052285.1	107	45.2839	0	0
ENSOKIT00005052291.1	107	45.2839	5.71743	79.7123
ENSOKIT00005052296.1	107	45.2839	5.71743	79.7123
ENSOKIT00005052298.1	107	45.2839	0	0
ENSOKIT00005052305.1	107	45.2839	5.71743	79.7123
ENSOKIT00005055225.1	129	39.569	0	0
ENSOKIT00005055233.1	129	39.569	0	0
ENSOKIT00005055923.1	116	43.4242	0	0
ENSOKIT00005055927.1	116	43.4242	0	0
ENSOKIT00005056284.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005056290.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005056294.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005056298.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005056309.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005056319.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005056328.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005056336.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005056340.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005056347.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005056355.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005056364.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005056371.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005056376.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005056385.1	165	44.0306	0	0
ENSOKIT00005056391.1	168	45.271	0	0
ENSOKIT00005056396.1	165	44.0306	0	0
ENSOKIT00005056398.1	164	43.6734	0	0
ENSOKIT00005057005.1	55	21.9599	0	0
ENSOKIT00005057140.1	107	45.2839	5.71743	79.7123
ENSOKIT00005057147.1	107	45.2839	5.71743	79.7123
ENSOKIT00005057155.1	107	45.2839	5.71743	79.7123
ENSOKIT00005057158.1	107	45.2839	5.71743	79.7123
ENSOKIT00005057164.1	107	45.2839	5.71743	79.7123
ENSOKIT00005057171.1	107	45.2839	5.71743	79.7123
ENSOKIT00005057177.1	107	45.2839	5.71743	79.7123
ENSOKIT00005057735.1	176	48.0824	0	0
ENSOKIT00005057886.1	56	22.6132	0	0
ENSOKIT00005057897.1	164	43.6734	0	0
ENSOKIT00005057901.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005057908.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005057913.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005057919.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005057923.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005057928.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005057932.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005057937.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005057944.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005057948.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005057951.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005057958.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005057960.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005057963.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005057967.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005057973.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005057978.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005057981.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005059265.1	104	45.8257	23	316.874
ENSOKIT00005060733.1	53	20.4016	0	0
ENSOKIT00005061993.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005062025.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005062030.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005062297.1	53	20.4016	0	0
ENSOKIT00005062509.1	111	44.3478	0	0
ENSOKIT00005062538.1	107	45.2839	1.14286	15.9337
ENSOKIT00005062542.1	107	45.2839	1.14286	15.9337
ENSOKIT00005062549.1	107	45.2839	1.14286	15.9337
ENSOKIT00005062557.1	107	45.2839	1.14286	15.9337
ENSOKIT00005063304.1	158	42.3328	272	4056.58
ENSOKIT00005063480.1	167	44.9707	0	0
ENSOKIT00005064003.1	117	43.4498	0.228571	3.32126
ENSOKIT00005064010.1	183	51.2496	0	0
ENSOKIT00005064011.1	117	43.4498	0	0
ENSOKIT00005064014.1	174	47.2404	0	0
ENSOKIT00005064017.1	117	43.4498	0.228571	3.32126
ENSOKIT00005064020.1	169	45.565	0	0
ENSOKIT00005064023.1	117	43.4498	0.228571	3.32126
ENSOKIT00005064026.1	183	51.2496	0	0
ENSOKIT00005064032.1	117	43.4498	0	0
ENSOKIT00005064034.1	177	48.4587	0	0
ENSOKIT00005064038.1	117	43.4498	0.228571	3.32126
ENSOKIT00005064042.1	192	54.7987	0	0
ENSOKIT00005064048.1	117	43.4498	0.228571	3.32126
ENSOKIT00005064053.1	182	50.7477	0	0
ENSOKIT00005064060.1	117	43.4498	0	0
ENSOKIT00005064066.1	117	43.4498	0.228571	3.32126
ENSOKIT00005064070.1	176	48.0824	0	0
ENSOKIT00005064073.1	117	43.4498	0.228571	3.32126
ENSOKIT00005064078.1	196	56.5116	0	0
ENSOKIT00005064083.1	117	43.4498	0	0
ENSOKIT00005064089.1	117	43.4498	0	0
ENSOKIT00005064218.1	52	19.562	0	0
ENSOKIT00005064539.1	56	22.6132	0	0
ENSOKIT00005066199.1	57	23.2617	0	0
ENSOKIT00005066265.1	55	21.9599	0	0
ENSOKIT00005066356.1	53	20.4016	0	0
ENSOKIT00005066709.1	107	45.2839	0	0
ENSOKIT00005066712.1	106	45.686	0	0
ENSOKIT00005066720.1	106	45.686	0	0
ENSOKIT00005066724.1	107	45.2839	5.71743	79.7123
ENSOKIT00005066730.1	107	45.2839	0	0
ENSOKIT00005066733.1	107	45.2839	5.71743	79.7123
ENSOKIT00005066741.1	107	45.2839	5.71743	79.7123
ENSOKIT00005066748.1	107	45.2839	5.71743	79.7123
ENSOKIT00005066753.1	107	45.2839	5.71743	79.7123
ENSOKIT00005066756.1	107	45.2839	5.71743	79.7123
ENSOKIT00005067409.1	164	43.6734	0	0
ENSOKIT00005067411.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005067417.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005068084.1	164	43.6734	0	0
ENSOKIT00005068091.1	163	43.3864	0	0
ENSOKIT00005068096.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005068104.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005070443.1	84	41.7753	0	0
ENSOKIT00005070718.1	180	49.803	0	0
ENSOKIT00005070754.1	191	54.3133	0.820354	9.53593
ENSOKIT00005070799.1	142	37.5311	0	0
ENSOKIT00005072054.1	141	37.8256	0	0
ENSOKIT00005072457.1	151	39.9447	0	0
ENSOKIT00005074019.1	164	43.6734	0	0
ENSOKIT00005074024.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005074029.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005074034.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005074040.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005074334.1	57	23.2617	0	0
ENSOKIT00005074571.1	55	21.9599	0	0
ENSOKIT00005074802.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005074810.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005074813.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005074818.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005074824.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005075134.1	55	21.9599	0	0
ENSOKIT00005076387.1	129	39.569	1	15.9556
ENSOKIT00005076941.1	176	48.0824	0	0
ENSOKIT00005076947.1	117	43.4498	0.228571	3.32126
ENSOKIT00005076954.1	172	46.4947	0	0
ENSOKIT00005076958.1	117	43.4498	0.228571	3.32126
ENSOKIT00005076966.1	179	49.2902	0.500125	6.40598
ENSOKIT00005076971.1	144	37.5626	0	0
ENSOKIT00005076972.1	117	43.4498	0.228571	3.32126
ENSOKIT00005077303.1	164	43.6734	0	0
ENSOKIT00005077310.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005077316.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005077323.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005077327.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005077333.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005077338.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005077345.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005077354.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005077360.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005077364.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005077366.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005077370.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005077382.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005077385.1	161	43.0654	0	0
ENSOKIT00005077391.1	161	43.0654	0	0
ENSOKIT00005077397.1	161	43.0654	0	0
ENSOKIT00005077402.1	157	42.0336	0.333333	5.00668
ENSOKIT00005077405.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005077410.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005077415.1	161	43.0654	0	0
ENSOKIT00005077418.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005077420.1	157	42.0336	0.333333	5.00668
ENSOKIT00005077425.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005077427.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005077429.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005077432.1	157	42.0336	0.333333	5.00668
ENSOKIT00005077436.1	161	43.0654	0	0
ENSOKIT00005077439.1	164	43.6734	0.0714286	1.03258
ENSOKIT00005077443.1	161	43.0654	0	0
ENSOKIT00005077455.1	161	43.0654	0	0
ENSOKIT00005079003.1	115	43.3323	0	0
ENSOKIT00005079609.1	173	46.8962	0	0
ENSOKIT00005079614.1	117	43.4498	0	0
ENSOKIT00005079619.1	183	51.2496	0	0
ENSOKIT00005079625.1	117	43.4498	0	0
ENSOKIT00005079873.1	162	43.1466	0	0
ENSOKIT00005080237.1	125	40.4134	0	0
ENSOKIT00005080448.1	108	45.265	0	0
ENSOKIT00005080454.1	108	45.265	0	0
ENSOKIT00005081345.1	108	45.265	0	0
ENSOKIT00005081349.1	156	41.7269	0	0
ENSOKIT00005081392.1	57	23.2617	0	0
ENSOKIT00005081910.1	57	23.2617	0	0
ENSOKIT00005082234.1	55	21.9599	0	0
ENSOKIT00005083235.1	54	21.0726	0	0
ENSOKIT00005083268.1	136	38.0852	2	33.1544
ENSOKIT00005083491.1	141	37.8256	0.5	8.34549
ENSOKIT00005084182.1	132	39.2125	2	32.2013
ENSOKIT00005085326.1	55	21.9599	0	0
ENSOKIT00005086116.1	195	56.0779	0	0
ENSOKIT00005086123.1	117	43.4498	0	0
ENSOKIT00005086126.1	117	43.4498	0	0
ENSOKIT00005086129.1	117	43.4498	0	0
ENSOKIT00005086132.1	174	47.2404	0	0
ENSOKIT00005086319.1	53	20.4016	0	0
ENSOKIT00005086699.1	58	24.0823	0	0
ENSOKIT00005087335.1	55	21.9599	0	0
ENSOKIT00005088276.1	56	22.6132	0	0
ENSOKIT00005088333.1	164	43.6734	0	0
ENSOKIT00005088343.1	164	43.6734	0	0
ENSOKIT00005088363.1	164	43.6734	0	0
ENSOKIT00005088373.1	163	43.3864	0	0
ENSOKIT00005088387.1	170	45.8654	0	0
ENSOKIT00005088945.1	191	54.3133	0.149155	1.73381
ENSOKIT00005089313.1	190	53.8281	0	0
ENSOKIT00005089321.1	117	43.4498	0.228571	3.32126
ENSOKIT00005089325.1	191	54.3133	0.186188	2.16427
ENSOKIT00005089328.1	117	43.4498	0.228571	3.32126
ENSOKIT00005089333.1	174	47.2404	0	0
ENSOKIT00005089337.1	115	43.3323	0	0
ENSOKIT00005089344.1	178	48.8854	0	0
ENSOKIT00005089345.1	117	43.4498	0.228571	3.32126
ENSOKIT00005089352.1	196	56.5116	0	0
ENSOKIT00005089359.1	117	43.4498	0.228571	3.32126
ENSOKIT00005089360.1	117	43.4498	0.228571	3.32126
ENSOKIT00005089365.1	192	54.7987	1.61575e-05	0.000186154
ENSOKIT00005089368.1	191	54.3133	0.186188	2.16427
ENSOKIT00005089369.1	117	43.4498	0.228571	3.32126
ENSOKIT00005089372.1	117	43.4498	0.228571	3.32126
ENSOKIT00005089373.1	192	54.7987	1.61575e-05	0.000186154
ENSOKIT00005089379.1	147	38.6937	0	0
ENSOKIT00005089380.1	117	43.4498	0.228571	3.32126
ENSOKIT00005089382.1	191	54.3133	0.186188	2.16427
ENSOKIT00005089386.1	117	43.4498	0.228571	3.32126
ENSOKIT00005089392.1	192	54.7987	1.61575e-05	0.000186154
ENSOKIT00005089402.1	117	43.4498	0.228571	3.32126
ENSOKIT00005089411.1	191	54.3133	0.186188	2.16427
ENSOKIT00005089416.1	117	43.4498	0.228571	3.32126
ENSOKIT00005089422.1	191	54.3133	0.186188	2.16427
ENSOKIT00005089431.1	117	43.4498	0.228571	3.32126
ENSOKIT00005089436.1	191	54.3133	0.186188	2.16427
ENSOKIT00005089442.1	117	43.4498	0.228571	3.32126
ENSOKIT00005089446.1	191	54.3133	0.186188	2.16427
ENSOKIT00005089449.1	117	43.4498	0.228571	3.32126
ENSOKIT00005089462.1	191	54.3133	0.186188	2.16427
ENSOKIT00005089469.1	117	43.4498	0.228571	3.32126
ENSOKIT00005089472.1	191	54.3133	0.186188	2.16427
ENSOKIT00005089476.1	117	43.4498	0.228571	3.32126
ENSOKIT00005089483.1	191	54.3133	0.186188	2.16427
ENSOKIT00005089488.1	117	43.4498	0.228571	3.32126
ENSOKIT00005089495.1	191	54.3133	0.186188	2.16427
ENSOKIT00005089502.1	117	43.4498	0.228571	3.32126
ENSOKIT00005089511.1	191	54.3133	0.186188	2.16427
ENSOKIT00005089516.1	118	42.936	0	0
ENSOKIT00005089525.1	178	48.8854	0	0
ENSOKIT00005090453.1	191	54.3133	0.149155	1.73381
ENSOKIT00005090614.1	53	20.4016	0	0
ENSOKIT00005092826.1	202	59.1182	0	0
ENSOKIT00005092958.1	131	39.0879	0	0
ENSOKIT00005093187.1	191	54.3133	0.149155	1.73381
ENSOKIT00005093673.1	55	21.9599	0	0
ENSOKIT00005094240.1	57	23.2617	0	0
ENSOKIT00005094891.1	176	48.0824	0	0
ENSOKIT00005095430.1	191	54.3133	0.149155	1.73381
ENSOKIT00005095935.1	71	33.0982	0	0
ENSOKIT00005095941.1	107	45.2839	5.71743	79.7123
ENSOKIT00005095945.1	107	45.2839	5.71743	79.7123
ENSOKIT00005095949.1	108	45.265	2.01103	28.0494
ENSOKIT00005095951.1	135	38.4912	0	0
ENSOKIT00005095955.1	107	45.2839	5.71743	79.7123
ENSOKIT00005095961.1	107	45.2839	5.71743	79.7123
ENSOKIT00005097479.1	53	20.4016	0	0
ENSOKIT00005097617.1	54	21.0726	0	0
ENSOKIT00005098104.1	165	44.0306	0	0
ENSOKIT00005098358.1	55	21.9599	0	0
