target_id	length	eff_length	est_counts	tpm
ENSOKIT00005016299.1	56	21.2635	0	0
ENSOKIT00005016577.1	164	42.4809	0	0
ENSOKIT00005016585.1	191	55.3755	0.121212	1.87806
ENSOKIT00005016586.1	174	46.5626	0	0
ENSOKIT00005016594.1	117	34.1019	0	0
ENSOKIT00005016606.1	117	34.1019	0	0
ENSOKIT00005016635.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005016641.1	149	35.4993	0	0
ENSOKIT00005016692.1	117	34.1019	0	0
ENSOKIT00005016697.1	165	42.8815	0	0
ENSOKIT00005016702.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005016711.1	161	41.1568	0	0
ENSOKIT00005016716.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005016725.1	176	47.4577	0	0
ENSOKIT00005016729.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005016735.1	140	32.8708	0	0
ENSOKIT00005016737.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005016743.1	184	51.5478	0	0
ENSOKIT00005016751.1	117	34.1019	0	0
ENSOKIT00005016757.1	176	47.4577	0	0
ENSOKIT00005016765.1	176	47.4577	0	0
ENSOKIT00005016771.1	181	49.8872	0	0
ENSOKIT00005016777.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005016786.1	180	49.4323	0	0
ENSOKIT00005016788.1	114	34.6723	0	0
ENSOKIT00005016790.1	185	52.0092	0	0
ENSOKIT00005016793.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005016798.1	184	51.5478	0	0
ENSOKIT00005016805.1	118	33.7302	0	0
ENSOKIT00005016810.1	178	48.3576	0	0
ENSOKIT00005016812.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005016816.1	181	49.8872	0	0
ENSOKIT00005016821.1	174	46.5626	0	0
ENSOKIT00005016829.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005016835.1	178	48.3576	0	0
ENSOKIT00005016839.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005016845.1	177	47.948	0	0
ENSOKIT00005016852.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005016858.1	177	47.948	0	0
ENSOKIT00005016865.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005016874.1	197	58.5532	0	0
ENSOKIT00005016880.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005016888.1	191	55.3755	0	0
ENSOKIT00005016894.1	116	33.9859	0	0
ENSOKIT00005016900.1	197	58.5532	0	0
ENSOKIT00005016907.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005016921.1	176	47.4577	0	0
ENSOKIT00005016930.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005016934.1	198	59.1709	6904	100109
ENSOKIT00005016943.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005016949.1	191	55.3755	0	0
ENSOKIT00005016952.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005016957.1	184	51.5478	0	0
ENSOKIT00005016961.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005016968.1	172	45.6136	0	0
ENSOKIT00005016977.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005016982.1	172	45.6136	0	0
ENSOKIT00005016985.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005016989.1	172	45.6136	0	0
ENSOKIT00005016990.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005016996.1	172	45.6136	0	0
ENSOKIT00005017003.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005017007.1	172	45.6136	0	0
ENSOKIT00005017011.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005017014.1	172	45.6136	0	0
ENSOKIT00005017019.1	120	33.0128	0	0
ENSOKIT00005017025.1	169	44.3877	0	0
ENSOKIT00005017107.1	55	20.5546	0	0
ENSOKIT00005018722.1	55	20.5546	0	0
ENSOKIT00005019852.1	54	19.7246	0	0
ENSOKIT00005020328.1	128	32.5051	0.5	13.1977
ENSOKIT00005020343.1	174	46.5626	0	0
ENSOKIT00005020735.1	71	32.0072	0	0
ENSOKIT00005020743.1	116	33.9859	0	0
ENSOKIT00005020776.1	128	32.5051	0	0
ENSOKIT00005022245.1	57	22.1437	0	0
ENSOKIT00005022877.1	147	34.5801	37	918.03
ENSOKIT00005023755.1	116	33.9859	0	0
ENSOKIT00005023932.1	116	33.9859	0	0
ENSOKIT00005023936.1	116	33.9859	0	0
ENSOKIT00005023970.1	116	33.9859	0	0
ENSOKIT00005024021.1	55	20.5546	0	0
ENSOKIT00005024563.1	54	19.7246	0	0
ENSOKIT00005027043.1	55	20.5546	0	0
ENSOKIT00005027093.1	124	32.5768	2	52.6749
ENSOKIT00005028849.1	53	18.9443	2	90.5802
ENSOKIT00005029040.1	145	33.5937	0	0
ENSOKIT00005029251.1	155	38.4914	0	0
ENSOKIT00005029869.1	55	20.5546	0	0
ENSOKIT00005029939.1	53	18.9443	0	0
ENSOKIT00005029952.1	55	20.5546	0	0
ENSOKIT00005030751.1	55	20.5546	0	0
ENSOKIT00005030787.1	175	47.0507	0	0
ENSOKIT00005031833.1	162	41.5619	0	0
ENSOKIT00005031839.1	113	34.5606	0	0
ENSOKIT00005031846.1	183	50.9765	0	0
ENSOKIT00005031851.1	116	33.9859	0	0
ENSOKIT00005032850.1	125	32.4739	0	0
ENSOKIT00005032862.1	186	52.598	0	0
ENSOKIT00005032872.1	55	20.5546	0	0
ENSOKIT00005033186.1	55	20.5546	0	0
ENSOKIT00005033189.1	55	20.5546	0	0
ENSOKIT00005033384.1	130	32.2566	0	0
ENSOKIT00005033387.1	130	32.2566	0	0
ENSOKIT00005033398.1	130	32.2566	0	0
ENSOKIT00005033504.1	53	18.9443	0	0
ENSOKIT00005034049.1	224	74.6461	3	34.4823
ENSOKIT00005034704.1	53	18.9443	0	0
ENSOKIT00005036141.1	137	32.0792	0	0
ENSOKIT00005037013.1	164	42.4809	0	0
ENSOKIT00005037019.1	191	55.3755	0.121212	1.87806
ENSOKIT00005037025.1	128	32.5051	0.5	13.1977
ENSOKIT00005038419.1	56	21.2635	0	0
ENSOKIT00005039174.1	53	18.9443	0	0
ENSOKIT00005039579.1	53	18.9443	0	0
ENSOKIT00005041038.1	55	20.5546	0	0
ENSOKIT00005041707.1	55	20.5546	0	0
ENSOKIT00005041812.1	56	21.2635	0	0
ENSOKIT00005041818.1	55	20.5546	0	0
ENSOKIT00005041822.1	55	20.5546	0	0
ENSOKIT00005041829.1	55	20.5546	0	0
ENSOKIT00005041832.1	55	20.5546	0	0
ENSOKIT00005041838.1	55	20.5546	0	0
ENSOKIT00005041841.1	55	20.5546	0	0
ENSOKIT00005041847.1	55	20.5546	0	0
ENSOKIT00005041962.1	175	47.0507	0	0
ENSOKIT00005042461.1	53	18.9443	0	0
ENSOKIT00005042942.1	116	33.9859	0	0
ENSOKIT00005043916.1	116	33.9859	0	0
ENSOKIT00005044447.1	191	55.3755	0.121212	1.87806
ENSOKIT00005044492.1	181	49.8872	0	0
ENSOKIT00005045882.1	191	55.3755	0.121212	1.87806
ENSOKIT00005046922.1	155	38.4914	0	0
ENSOKIT00005047285.1	55	20.5546	0	0
ENSOKIT00005047335.1	161	41.1568	0	0
ENSOKIT00005047616.1	55	20.5546	0	0
ENSOKIT00005047640.1	191	55.3755	0	0
ENSOKIT00005048167.1	191	55.3755	0.121212	1.87806
ENSOKIT00005048694.1	53	18.9443	0	0
ENSOKIT00005049109.1	55	20.5546	0	0
ENSOKIT00005049707.1	53	18.9443	0	0
ENSOKIT00005050491.1	55	20.5546	0	0
ENSOKIT00005051406.1	143	32.9349	0	0
ENSOKIT00005051414.1	167	43.8115	0	0
ENSOKIT00005051538.1	136	32.0581	4	107.054
ENSOKIT00005052248.1	107	35.5162	7.21687	174.343
ENSOKIT00005052253.1	107	35.5162	7.21687	174.343
ENSOKIT00005052259.1	107	35.5162	7.21687	174.343
ENSOKIT00005052262.1	107	35.5162	7.21687	174.343
ENSOKIT00005052266.1	107	35.5162	7.21687	174.343
ENSOKIT00005052272.1	107	35.5162	7.21687	174.343
ENSOKIT00005052285.1	107	35.5162	0	0
ENSOKIT00005052291.1	107	35.5162	7.21687	174.343
ENSOKIT00005052296.1	107	35.5162	7.21687	174.343
ENSOKIT00005052298.1	107	35.5162	0	0
ENSOKIT00005052305.1	107	35.5162	7.21687	174.343
ENSOKIT00005055225.1	129	32.4571	0.5	13.2173
ENSOKIT00005055233.1	129	32.4571	0.5	13.2173
ENSOKIT00005055923.1	116	33.9859	0	0
ENSOKIT00005055927.1	116	33.9859	0	0
ENSOKIT00005056284.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005056290.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005056294.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005056298.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005056309.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005056319.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005056328.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005056336.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005056340.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005056347.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005056355.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005056364.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005056371.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005056376.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005056385.1	165	42.8815	0	0
ENSOKIT00005056391.1	168	44.0868	0	0
ENSOKIT00005056396.1	165	42.8815	0	0
ENSOKIT00005056398.1	164	42.4809	0	0
ENSOKIT00005057005.1	55	20.5546	0	0
ENSOKIT00005057140.1	107	35.5162	7.21687	174.343
ENSOKIT00005057147.1	107	35.5162	7.21687	174.343
ENSOKIT00005057155.1	107	35.5162	7.21687	174.343
ENSOKIT00005057158.1	107	35.5162	7.21687	174.343
ENSOKIT00005057164.1	107	35.5162	7.21687	174.343
ENSOKIT00005057171.1	107	35.5162	7.21687	174.343
ENSOKIT00005057177.1	107	35.5162	7.21687	174.343
ENSOKIT00005057735.1	176	47.4577	0	0
ENSOKIT00005057886.1	56	21.2635	0	0
ENSOKIT00005057897.1	164	42.4809	0	0
ENSOKIT00005057901.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005057908.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005057913.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005057919.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005057923.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005057928.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005057932.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005057937.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005057944.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005057948.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005057951.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005057958.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005057960.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005057963.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005057967.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005057973.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005057978.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005057981.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005059265.1	104	36.2074	15	355.447
ENSOKIT00005060733.1	53	18.9443	0	0
ENSOKIT00005061993.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005062025.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005062030.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005062297.1	53	18.9443	1	45.2901
ENSOKIT00005062509.1	111	34.4047	0	0
ENSOKIT00005062538.1	107	35.5162	0.5	12.0788
ENSOKIT00005062542.1	107	35.5162	0.5	12.0788
ENSOKIT00005062549.1	107	35.5162	0.5	12.0788
ENSOKIT00005062557.1	107	35.5162	0.5	12.0788
ENSOKIT00005063304.1	158	39.7376	157	3389.84
ENSOKIT00005063480.1	167	43.8115	0	0
ENSOKIT00005064003.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005064010.1	183	50.9765	0	0
ENSOKIT00005064011.1	117	34.1019	0	0
ENSOKIT00005064014.1	174	46.5626	0	0
ENSOKIT00005064017.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005064020.1	169	44.3877	0	0
ENSOKIT00005064023.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005064026.1	183	50.9765	0	0
ENSOKIT00005064032.1	117	34.1019	0	0
ENSOKIT00005064034.1	177	47.948	0	0
ENSOKIT00005064038.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005064042.1	192	55.8761	0	0
ENSOKIT00005064048.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005064053.1	182	50.496	0	0
ENSOKIT00005064060.1	117	34.1019	0	0
ENSOKIT00005064066.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005064070.1	176	47.4577	0	0
ENSOKIT00005064073.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005064078.1	196	58.084	0	0
ENSOKIT00005064083.1	117	34.1019	0	0
ENSOKIT00005064089.1	117	34.1019	0	0
ENSOKIT00005064218.1	52	18.2657	0	0
ENSOKIT00005064539.1	56	21.2635	0	0
ENSOKIT00005066199.1	57	22.1437	0	0
ENSOKIT00005066265.1	55	20.5546	0	0
ENSOKIT00005066356.1	53	18.9443	0	0
ENSOKIT00005066709.1	107	35.5162	0	0
ENSOKIT00005066712.1	106	35.8562	1.01098	24.1914
ENSOKIT00005066720.1	106	35.8562	0	0
ENSOKIT00005066724.1	107	35.5162	7.21687	174.343
ENSOKIT00005066730.1	107	35.5162	0	0
ENSOKIT00005066733.1	107	35.5162	7.21687	174.343
ENSOKIT00005066741.1	107	35.5162	7.21687	174.343
ENSOKIT00005066748.1	107	35.5162	7.21687	174.343
ENSOKIT00005066753.1	107	35.5162	7.21687	174.343
ENSOKIT00005066756.1	107	35.5162	7.21687	174.343
ENSOKIT00005067409.1	164	42.4809	0	0
ENSOKIT00005067411.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005067417.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005068084.1	164	42.4809	1	20.197
ENSOKIT00005068091.1	163	42.0735	0	0
ENSOKIT00005068096.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005068104.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005070443.1	84	38.489	0	0
ENSOKIT00005070718.1	180	49.4323	0	0
ENSOKIT00005070754.1	191	55.3755	1.33333	20.6587
ENSOKIT00005070799.1	142	32.9351	0	0
ENSOKIT00005072054.1	141	33.0659	0	0
ENSOKIT00005072457.1	151	36.5219	0	0
ENSOKIT00005074019.1	164	42.4809	0	0
ENSOKIT00005074024.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005074029.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005074034.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005074040.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005074334.1	57	22.1437	0	0
ENSOKIT00005074571.1	55	20.5546	0	0
ENSOKIT00005074802.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005074810.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005074813.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005074818.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005074824.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005075134.1	55	20.5546	0	0
ENSOKIT00005076387.1	129	32.4571	4	105.738
ENSOKIT00005076941.1	176	47.4577	0	0
ENSOKIT00005076947.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005076954.1	172	45.6136	0	0
ENSOKIT00005076958.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005076966.1	179	48.859	0	0
ENSOKIT00005076971.1	144	33.2161	0	0
ENSOKIT00005076972.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005077303.1	164	42.4809	0	0
ENSOKIT00005077310.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005077316.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005077323.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005077327.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005077333.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005077338.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005077345.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005077354.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005077360.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005077364.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005077366.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005077370.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005077382.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005077385.1	161	41.1568	0	0
ENSOKIT00005077391.1	161	41.1568	0	0
ENSOKIT00005077397.1	161	41.1568	0	0
ENSOKIT00005077402.1	157	39.397	0	0
ENSOKIT00005077405.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005077410.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005077415.1	161	41.1568	0	0
ENSOKIT00005077418.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005077420.1	157	39.397	0	0
ENSOKIT00005077425.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005077427.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005077429.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005077432.1	157	39.397	0	0
ENSOKIT00005077436.1	161	41.1568	0	0
ENSOKIT00005077439.1	164	42.4809	0.0571429	1.15412
ENSOKIT00005077443.1	161	41.1568	0	0
ENSOKIT00005077455.1	161	41.1568	0	0
ENSOKIT00005079003.1	115	34.2565	0	0
ENSOKIT00005079609.1	173	46.001	0	0
ENSOKIT00005079614.1	117	34.1019	0	0
ENSOKIT00005079619.1	183	50.9765	0	0
ENSOKIT00005079625.1	117	34.1019	0	0
ENSOKIT00005079873.1	162	41.5619	0	0
ENSOKIT00005080237.1	125	32.4739	0	0
ENSOKIT00005080448.1	108	35.1369	0	0
ENSOKIT00005080454.1	108	35.1369	0	0
ENSOKIT00005081345.1	108	35.1369	0	0
ENSOKIT00005081349.1	156	38.9924	0	0
ENSOKIT00005081392.1	57	22.1437	0	0
ENSOKIT00005081910.1	57	22.1437	0	0
ENSOKIT00005082234.1	55	20.5546	0	0
ENSOKIT00005083235.1	54	19.7246	0	0
ENSOKIT00005083268.1	136	32.0581	4	107.054
ENSOKIT00005083491.1	141	33.0659	0	0
ENSOKIT00005084182.1	132	31.9788	0	0
ENSOKIT00005085326.1	55	20.5546	0	0
ENSOKIT00005086116.1	195	57.4932	0	0
ENSOKIT00005086123.1	117	34.1019	0	0
ENSOKIT00005086126.1	117	34.1019	0	0
ENSOKIT00005086129.1	117	34.1019	0	0
ENSOKIT00005086132.1	174	46.5626	0	0
ENSOKIT00005086319.1	53	18.9443	0	0
ENSOKIT00005086699.1	58	22.7155	0	0
ENSOKIT00005087335.1	55	20.5546	0	0
ENSOKIT00005088276.1	56	21.2635	0	0
ENSOKIT00005088333.1	164	42.4809	0	0
ENSOKIT00005088343.1	164	42.4809	0	0
ENSOKIT00005088363.1	164	42.4809	0	0
ENSOKIT00005088373.1	163	42.0735	0	0
ENSOKIT00005088387.1	170	44.85	0	0
ENSOKIT00005088945.1	191	55.3755	0.121212	1.87806
ENSOKIT00005089313.1	190	54.7631	0	0
ENSOKIT00005089321.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005089325.1	191	55.3755	0	0
ENSOKIT00005089328.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005089333.1	174	46.5626	0	0
ENSOKIT00005089337.1	115	34.2565	0	0
ENSOKIT00005089344.1	178	48.3576	0	0
ENSOKIT00005089345.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005089352.1	196	58.084	0	0
ENSOKIT00005089359.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005089360.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005089365.1	192	55.8761	0	0
ENSOKIT00005089368.1	191	55.3755	0	0
ENSOKIT00005089369.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005089372.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005089373.1	192	55.8761	0	0
ENSOKIT00005089379.1	147	34.5801	0	0
ENSOKIT00005089380.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005089382.1	191	55.3755	0	0
ENSOKIT00005089386.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005089392.1	192	55.8761	0	0
ENSOKIT00005089402.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005089411.1	191	55.3755	0	0
ENSOKIT00005089416.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005089422.1	191	55.3755	0	0
ENSOKIT00005089431.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005089436.1	191	55.3755	0	0
ENSOKIT00005089442.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005089446.1	191	55.3755	0	0
ENSOKIT00005089449.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005089462.1	191	55.3755	0	0
ENSOKIT00005089469.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005089472.1	191	55.3755	0	0
ENSOKIT00005089476.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005089483.1	191	55.3755	0	0
ENSOKIT00005089488.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005089495.1	191	55.3755	0	0
ENSOKIT00005089502.1	117	34.1019	0.0714286	1.79711
ENSOKIT00005089511.1	191	55.3755	0	0
ENSOKIT00005089516.1	118	33.7302	0	0
ENSOKIT00005089525.1	178	48.3576	1	17.7426
ENSOKIT00005090453.1	191	55.3755	0.121212	1.87806
ENSOKIT00005090614.1	53	18.9443	0	0
ENSOKIT00005092826.1	202	61.4358	0	0
ENSOKIT00005092958.1	131	31.9562	0	0
ENSOKIT00005093187.1	191	55.3755	0.121212	1.87806
ENSOKIT00005093673.1	55	20.5546	0	0
ENSOKIT00005094240.1	57	22.1437	0	0
ENSOKIT00005094891.1	176	47.4577	0	0
ENSOKIT00005095430.1	191	55.3755	0.121212	1.87806
ENSOKIT00005095935.1	71	32.0072	0	0
ENSOKIT00005095941.1	107	35.5162	7.21687	174.343
ENSOKIT00005095945.1	107	35.5162	7.21687	174.343
ENSOKIT00005095949.1	108	35.1369	1.01798	24.8575
ENSOKIT00005095951.1	135	31.9198	0	0
ENSOKIT00005095955.1	107	35.5162	7.21687	174.343
ENSOKIT00005095961.1	107	35.5162	7.21687	174.343
ENSOKIT00005097479.1	53	18.9443	0	0
ENSOKIT00005097617.1	54	19.7246	0	0
ENSOKIT00005098104.1	165	42.8815	0	0
ENSOKIT00005098358.1	55	20.5546	0	0
ENSOKIT00005098378.1	52	18.2657	0	0
ENSOKIT00005100197.1	103	36.6881	2.308	53.9749
